Balady (IRE),2009,Filly,Zamindar (USA),Faydah (USA),Dominic Ffrench Davis,63,,,
Balatina ,2010,Filly,Byron ,Primavera ,Chris Dwyer,51,54,,
Balaton ,2009,Filly,Singspiel (IRE),Traverse City (USA),William Muir,36,,,
Balbriggan (IRE),2007,Gelding,King's Theatre (IRE),Halfway Home ,Mick Channon,,,122,
Baldadash (IRE),2005,Gelding,Beneficial ,Balda Girl (IRE),Sean Curran,,,104,104
Baldemar ,2005,Gelding,Namid ,Keen Melody (USA),Richard Fahey,71,66,,
Balder Succes (FR),2008,Gelding,Goldneyev (USA),Frija Eria (FR),Alan King,,,145,145
Balding Banker (IRE),2006,Gelding,Accordion,What A Breeze (IRE),Rebecca Menzies,,,123,
Balducci ,2007,Gelding,Dansili ,Miss Meltemi (IRE),David O'Meara,85,80,,
Balinderry (IRE),2007,Gelding,Flemensfirth (USA),Erins Love (IRE),Steve Gollings,,,89,91
Balinka ,2010,Filly,Bahamian Bounty ,Eurolinka (IRE),Mel Brittain,56,,,
Balinroab (IRE),2007,Gelding,Milan ,Gentle Eyre (IRE),Richard Guest,,,117,
Ballabrook (IRE),2002,Gelding,Alderbrook ,Summer Holiday (IRE),Ms Emma Oliver,,,94,
Ballarina ,2006,Filly,Compton Place ,Miss Uluwatu (IRE),Eric Alston,61,,,
Ballesteros ,2009,Gelding,Tomba ,Flamenco Dancer ,Patrick Morris,102,,,
Ballet dAnges (FR),2006,Gelding,Ange Gabriel (FR),Balm (FR),N. W. Alexander,,,,65
Ballinahow Star (IRE),2006,Filly,Definite Article ,Ballinahowliss (IRE),Jeremy Scott,,,125,125
Ballinalacken (IRE),2008,Gelding,Fruits of Love (USA),Miss Daisy ,Anthony Middleton,,,,117
Ballinargh Girl (IRE),2008,Filly,Footstepsinthesand ,Rack And Ruin (IRE),Danielle McCormick,46,,,
Ballincurrig (IRE),2006,Gelding,Craigsteel ,Flora Rambler ,Dan Skelton,,,113,113
Ballinderry Boy ,2010,Gelding,Kayf Tara ,Spring Dream (IRE),Andrew Balding,93,,,
Ballinhassig (IRE),2005,Gelding,Beneficial ,Dear Polly (IRE),Sarah Wall,,,75,
Ballinvarrig (IRE),2007,Gelding,Beneficial ,Leos Holiday (IRE),Tom George,,,117,
Ballista (IRE),2008,Gelding,Majestic Missile (IRE),Ancient Secret ,Tom Dascombe,106,,,
Bally Gunner ,2005,Gelding,Needle Gun (IRE),Rich Pickings ,Roger Curtis,,,109,
Bally Lagan (IRE),2008,Gelding,Kalanisi (IRE),Rose Palma (FR),Robin Dickin,,,82,85
Bally Legend ,2005,Gelding,Midnight Legend ,Bally Lira ,Caroline Keevil,,,139,138
Bally Rone (IRE),2008,Gelding,Fruits of Love (USA),Presenting Marble (IRE),Sarah Humphrey,,,,120
Bally Sands (IRE),2004,Gelding,Luso ,Sandwell Old Rose (IRE),Robin Mathew,,,103,
Ballyallia Man (IRE),2005,Gelding,Flemensfirth (USA),Hatch Away (IRE),Tom George,,,124,114
Ballyalton (IRE),2007,Gelding,Pierre ,Almilto (IRE),Ian Williams,,,,140
Ballybach (IRE),2004,Gelding,Bach (IRE),Croom River (IRE),Nick Gifford,,,,110
Ballybanks (IRE),2004,Gelding,Exit To Nowhere (USA),Incharder (IRE),Robert Johnson,,,81,
Ballyben (IRE),2008,Gelding,Beneficial ,I'm Maggy (NZ),Lucinda Russell,,,,113
Ballyboker Boy (IRE),2004,Gelding,Snurge,Ballyboker Lady (IRE),Jamie Snowden,,,92,
Ballybough Gorta (IRE),2007,Gelding,Indian Danehill (IRE),Eyelet (IRE),Peter Bowen,,,129,
Ballybough Pat (IRE),2007,Gelding,Waky Nao ,Princess Ruth (IRE),David Dennis,,,,135
Ballybriggan (IRE),2004,Gelding,Flemensfirth (USA),Shean Hill (IRE),Donald McCain,,,118,
Ballybroe (IRE),2007,Gelding,Presenting ,Mini Minor (IRE),Harriet Graham,,,,100
Ballycassel (IRE),2005,Gelding,Presenting ,Sara's Gold (IRE),Tom Symonds,,,,110
Ballyclough (IRE),2007,Gelding,Heron Island (IRE),That's The Bonus (IRE),Jonjo O'Neill,,,,116
Ballycolin ,2003,Gelding,Alflora (IRE),Shift Changeover ,Ian Duncan,,,113,
Ballycool (IRE),2007,Gelding,Helissio (FR),Carnoustie (USA),Lucinda Russell,,,93,
Ballycracken (IRE),2004,Gelding,Flemensfirth (USA),Cons Dual Sale (IRE),David Pearson,,,77,84
Ballyculla (IRE),2007,Gelding,Westerner ,Someone Told Me (IRE),Warren Greatrex,,,,135
Ballyegan (IRE),2005,Gelding,Saddlers' Hall (IRE),Knapping Princess (IRE),Bob Buckler,,,86,
Ballyeightra Cross (IRE),2004,Gelding,Anshan,Riancoir Alainn,G. D. Hanmer,,,99,
Ballygarvey (FR),2006,Gelding,Laveron ,Vollore (FR),Philip Hobbs,,,138,
Ballyglasheen (IRE),2010,Gelding,Galileo (IRE),Luas Line (IRE),Evan Williams,,,,132
Ballygrooby Bertie (IRE),2008,Gelding,King's Theatre (IRE),Vigna Maggio (FR),Fergal O'Brien,,,,114
Ballyheigue (IRE),2009,Gelding,High Chaparral (IRE),Lypharden (IRE),Gary Moore,66,70,,
Ballyhilty Bridge ,2006,Gelding,Exit To Nowhere (USA),Gemolly (IRE),Paul Henderson,,,95,95
Ballyhooley Boy (IRE),2007,Gelding,Oscar (IRE),Nivalf ,Robin Dickin,,,,114
Ballyjames (IRE),2005,Gelding,Winged Love (IRE),Lynina (IRE),Miss H. Brookshaw,,,100,
Ballylifen (IRE),2007,Gelding,Brian Boru ,Line Jade (FR),Jonjo O'Neill,,,118,
Ballymacahillcross (IRE),2008,Gelding,Presenting ,Topanberry (IRE),Evan Williams,,,,110
Ballyman (IRE),2001,Gelding,Accordion,Sliabhin Rose ,Jonathan Geake,,,81,
Ballymartin King (IRE),2006,Gelding,King's Theatre (IRE),Lady Sipash,Mrs Sarah Easterby,,,,95
Ballymoat ,2007,Gelding,Grape Tree Road ,Frosty Mistress ,Tim Vaughan,,,110,105
Ballymurry (IRE),2006,Gelding,Publisher (USA),Little Nibbler (IRE),Charlie Mann,,,94,
Ballynagour (IRE),2006,Gelding,Shantou (USA),Simply Deep (IRE),David Pipe,,,140,
Ballyoliver ,2004,Gelding,Kayf Tara ,Macklette (IRE),Venetia Williams,,,129,
Ballypatrick (IRE),2006,Gelding,Presenting ,Jewell For A King (IRE),Mick Channon,,,123,
Ballyreesode (IRE),2005,Gelding,Waveney (UAE),Sineads Joy (IRE),Susan Corbett,,,,93
Ballyrock (IRE),2006,Gelding,Milan ,Ardent Love (IRE),Tim Vaughan,,,,134
Ballyshonagh ,2010,Filly,Tiger Hill (IRE),Shamara (IRE),Chris Wall,64,,,
Ballytober ,2006,Gelding,Kahyasi,Full of Birds (FR),Philip Hobbs,,,126,
Ballyvesey (IRE),2005,Gelding,Anshan,Bridgequarter Lady (IRE),Peter Bowen,,,98,
Ballyvoneen (IRE),2005,Gelding,Stowaway ,Miss Ira Zarad (IRE),Neil King,,,87,
Ballywatt (IRE),2006,Gelding,Kayf Tara ,Lady Arpel (IRE),Kim Bailey,,,119,
Balmoral Castle ,2009,Gelding,Royal Applause ,Mimiteh (USA),Jonathan Portman,65,,,
Balthazar King (IRE),2004,Gelding,King's Theatre (IRE),Afdala (IRE),Philip Hobbs,,,150,
Baltic Blade (IRE),2010,Gelding,Baltic King ,Anita's Contessa (IRE),Gary Moore,62,,,
Baltic Bomber (IRE),2009,Gelding,Baltic King ,Dieci Anno (IRE),John Quinn,52,,,
Baltic Brave (IRE),2011,Colt,Baltic King ,Negria (IRE),Hughie Morrison,67,,,
Baltic Fire (IRE),2011,Gelding,Baltic King ,Teutonic (IRE),K. R. Burke,58,,,
Baltic Gin (IRE),2010,Filly,Baltic King ,Deeday Bay (IRE),Malcolm Saunders,49,,,
Baltic Knight (IRE),2010,Colt,Baltic King ,Night of Joy (IRE),Richard Hannon,111,,,
Baltic Pathfinder (IRE),2004,Gelding,Alflora (IRE),Boro Bow (IRE),Sue Smith,,,99,
Baltic Prince (IRE),2010,Colt,Baltic King ,Brunswick ,Paul Green,65,,,
Baltic Spirit (IRE),2011,Filly,Baltic King ,Beau Petite ,Keith Dalgleish,65,,,
Baltis Sister (IRE),2009,Filly,Tiger Hill (IRE),Itsibitsi (IRE),Martin Smith,68,77,,
Balty Boys (IRE),2009,Gelding,Cape Cross (IRE),Chatham Islands (USA),Brian Ellison,95,,,
Balzaccio (FR),2005,Gelding,Marchand de Sable (USA),Baliyna (USA),Fergal O'Brien,,,,120
Bamboleo (IRE),2007,Gelding,Old Vic,Sorivera ,David Pipe,,,,109
Bana Wu ,2009,Filly,Shirocco (GER),My Way (IRE),Andrew Balding,100,,,
Banaadeer (IRE),2011,Colt,Tamayuz ,Loose Julie (IRE),Richard Hannon,82,,,
Bancnuanaheireann (IRE),2007,Gelding,Chevalier (IRE),Alamanta (IRE),Michael Appleby,99,,,
Band of Thunder ,2008,Gelding,Shirocco (GER),Black Opal ,Nick Mitchell,,,,92
Bandanaman (IRE),2006,Gelding,Danehill Dancer (IRE),Band of Angels (IRE),Alan Swinbank,55,,103,
Bandolier ,2011,Colt,Bahamian Bounty ,Todber ,Richard Fahey,68,,,
Bandstand ,2006,Gelding,Royal Applause ,Incise ,Bryan Smart,67,70,,
Bandy Bob ,2009,Gelding,Distant Music (USA),Angelic Girl (USA),Iain Jardine,38,,,
Bang Tidy (IRE),2009,Gelding,Moss Vale (IRE),Bound To Glitter (USA),Brian Ellison,58,,,
Bangkok Pete (IRE),2005,Gelding,Alflora (IRE),Kinnegads Pride (IRE),Jamie Poulton,,,112,
Bank On Me ,2009,Gelding,Medicean ,Red Garland ,Philip McBride,76,,,
Bankroll ,2007,Gelding,Pivotal ,Lady Bountiful ,Jonjo O'Neill,50,,,84
Banks Road (IRE),2005,Gelding,Beneficial ,Cecelia's Charm (IRE),Geoffrey Deacon,,,,91
Bannock (IRE),2009,Gelding,Bertolini (USA),Laoub (USA),Charlie Appleby,100,,,
Bannockburn Boy ,2010,Gelding,Motivator ,Senta's Dream ,Tim Easterby,30,,,
Banoffee (IRE),2010,Filly,Hurricane Run (IRE),Nanabanana (IRE),Hughie Morrison,100,,,
Banovallum ,2010,Gelding,Invincible Spirit (IRE),Sinduda ,Michael Easterby,72,,,
Banreenahreenkah (IRE),2010,Filly,Steppe Dancer (IRE),Carmencita ,Jennie Candlish,58,,,104
Bantam (IRE),2010,Filly,Teofilo (IRE),Firecrest (IRE),Ed Dunlop,91,,,
Bantry Bere (IRE),2004,Gelding,Distant Music (USA),Tirana (USA),Fleur Hawes,,,,112
Banyan Tree (IRE),2007,Gelding,Danehill Dancer (IRE),User Friendly ,Sophie Leech,,,,120
Bapak Bangsawan ,2010,Gelding,Pastoral Pursuits ,Nsx ,Kevin Ryan,68,71,,
Bapak Besar (CAN),2010,Gelding,Speightstown (USA),Valid Move (USA),Kevin Ryan,50,,,
Bapak Chinta (USA),2009,Gelding,Speightstown (USA),Suena Cay (USA),Kevin Ryan,82,,,
Bapak Muda (USA),2010,Colt,Distorted Humor (USA),Shiva (JPN),Kevin Ryan,74,,,
Bapak Pesta (IRE),2010,Gelding,Haatef (USA),Penny Fan ,Kevin Ryan,55,50,,
Bapak Sayang (USA),2010,Gelding,Medaglia d'Oro (USA),Emily Ring (USA),Kevin Ryan,73,,,
Bar de Ligne (FR),2006,Gelding,Martaline ,Treekle Toffee (FR),Steve Gollings,,,124,
Bar Shy ,2011,Gelding,Dutch Art ,Notable Lady (IRE),Tim Easterby,56,,,
Baraboy (IRE),2010,Gelding,Barathea (IRE),Irina (IRE),Barry Murtagh,58,,,92
Barachiel ,2008,Gelding,Pivotal ,Coveted ,Luke Dace,62,,,
Barachois Silver ,2004,Filly,Silver Patriarch (IRE),Barachois Princess (USA),Mrs J. M. Hollands,,,79,
Barafundle (IRE),2004,Gelding,Flemensfirth (USA),Different Dee (IRE),Jennie Candlish,,,,138
Baraquet ,2006,Filly,Generous (IRE),Pechaubar (FR),Chris Down,,,,72
Barathea Dancer (IRE),2008,Filly,Barathea (IRE),Showering ,Christine Dunnett,45,,,83
Barbados Bob (USA),2010,Gelding,Speightstown (USA),Lemon Lady (USA),Michael Wigham,70,,,
Barbara Elizabeth ,2011,Filly,Sir Percy ,Fair View (GER),Tony Coyle,41,,,
Barbary (IRE),2011,Gelding,Rock of Gibraltar (IRE),Silver Cache (USA),James Fanshawe,57,,,
Barbican ,2008,Gelding,Hurricane Run (IRE),The Faraway Tree ,Alan Bailey,104,,,
Barbs Princess ,2010,Filly,Bahamian Bounty ,Halland Park Girl (IRE),Charles Hills,70,,,
Barbsiz (IRE),2010,Filly,Elnadim (USA),Bianca Cappello (IRE),Mark H. Tompkins,45,,,
Barenger (IRE),2007,Gelding,Indian Danehill (IRE),Build A Dream (USA),Ali Brewer,,,105,
Barista (IRE),2008,Gelding,Titus Livius (FR),Cappuccino (IRE),Brian Forsey,66,57,,102
Barizan (IRE),2006,Gelding,Kalanisi (IRE),Behra (IRE),Donald McCain,,,,136
Barkston Ash ,2008,Gelding,Kyllachy ,Ae Kae Ae (USA),Eric Alston,81,,,
Barleycorn ,2011,Colt,Captain Gerrard (IRE),Barley Bree (IRE),Tim Easterby,51,,,
Barlow (IRE),2007,Gelding,Beneficial ,Carrigeen Kerria (IRE),Warren Greatrex,,,121,
Barnaby Brook (CAN),2010,Gelding,North Light (IRE),Mascara (USA),Nick Littmoden,53,60,,
Barnacle ,2009,Gelding,Compton Place ,Bombalarina (IRE),Pat Eddery,50,,,
Barnet Fair ,2008,Gelding,Iceman ,Pavement Gates ,Lee Carter,94,,,
Barnevelder (IRE),2005,Gelding,Old Vic,Cluain-Ard (IRE),Sandy Forster,,,80,
Barney Cool ,2007,Gelding,Bollin Eric ,Laurel Diver,David Pipe,,,,117
Barney McGrew (IRE),2003,Gelding,Mark of Esteem (IRE),Success Story ,Michael Dods,78,,,
Barnmore ,2008,Gelding,Royal Applause ,Veronica Franco ,Peter Hedger,68,,,
Baron Run ,2010,Gelding,Bertolini (USA),Bhima ,K. R. Burke,73,,,
Barons Spy (IRE),2001,Gelding,Danzero (AUS),Princess Accord (USA),Richard Price,60,,,
Barr Head (IRE),2004,Gelding,Anshan,Doolin Lake (IRE),Lucy Normile,,,57,
Barracuda Boy (IRE),2010,Gelding,Bahamian Bounty ,Madame Boulangere ,Tom Dascombe,93,,,
Barrakilla (IRE),2007,Gelding,Milan ,Kigali (IRE),Evan Williams,,,130,
Barren Brook ,2007,Gelding,Beat Hollow ,Carinthia (IRE),Michael Easterby,75,,,
Barry The Cracker ,2003,Gelding,Baryshnikov (AUS),Kins Token ,Mrs Joanne Brown,,,69,
Bartack (IRE),2010,Gelding,Acclamation ,Bentley's Bush (IRE),David O'Meara,82,,,
Barton Bounty ,2007,Gelding,Bahamian Bounty ,Tenebrae (IRE),Peter Niven,55,,,
Barton Gift ,2007,Gelding,Alflora (IRE),Marina Bird,John Spearing,,,84,
Barton Jubilee ,2008,Gelding,Midnight Legend ,Home From The Hill (IRE),Neil Mulholland,,,,110
Barton Stacey (IRE),2005,Gelding,Snurge,Life's Treasure (IRE),David Pipe,,,,114
Barwick ,2008,Gelding,Beat Hollow ,Tenpence ,Lady Herries,74,,,
Basford Ben ,2008,Gelding,Trade Fair ,Moly (FR),Jennie Candlish,,,95,
Basford Bob (IRE),2005,Gelding,Bob's Return (IRE),El Monica (IRE),Jennie Candlish,,,,105
Bashama ,2008,Filly,Dubai Destination (USA),My Amalie (IRE),Nikki Evans,47,,,
Bashiba (IRE),2011,Colt,Iffraaj ,Nightswimmer (IRE),Nigel Tinkler,45,,,
Basil Berry ,2011,Gelding,Tobougg (IRE),Dolly Coughdrop (IRE),Chris Dwyer,62,65,,
Basil Fawlty (IRE),2005,Gelding,Balakheri (IRE),Laughing Lesa (IRE),David Pipe,,,109,
Basingstoke (IRE),2009,Gelding,Elusive City (USA),Ryninch (IRE),Keith Dalgleish,64,,,
Basle ,2007,Filly,Trade Fair ,Gibaltarik (IRE),Roy Brotherton,55,,,
Basoda ,2003,Gelding,Karinga Bay,Another Wag ,Kim Bailey,,,105,
Bassara (IRE),2009,Filly,Oasis Dream ,Sauvage (FR),Chris Wall,82,,,
Bassett Road (IRE),2008,Gelding,Byron ,Topiary (IRE),Keith Dalgleish,57,65,,
Bastion (USA),2010,Gelding,Giant's Causeway (USA),Marital Spook (USA),Roger Varian,75,,,
Batchelors Star (IRE),2008,Gelding,Fath (USA),Batchelor's Button (FR),Seamus Durack,66,,,
Batchworth Firefly ,2008,Filly,Piccolo ,Batchworth Belle ,Dean Ivory,45,,,
Batchworth Lady ,2010,Filly,Pastoral Pursuits ,Batchworth Belle ,Dean Ivory,62,64,,
Batgirl ,2007,Filly,Mark of Esteem (IRE),Serriera (FR),Martin Smith,67,62,,
Bathcounty (IRE),2007,Gelding,Tobougg (IRE),Seasons Estates ,Barry Brennan,,,100,100
Bathwick Brave (IRE),2007,Gelding,Westerner ,Dorans Grove ,Johnny Farrelly,,,,132
Bathwick Junior ,2007,Filly,Reset (AUS),Bathwick Babe (IRE),Michael Blake,,,,91
Bathwick Man ,2005,Gelding,Mark of Esteem (IRE),Local Abbey (IRE),David Pipe,,,,110
Bathwick Street ,2009,Gelding,Compton Place ,Bahawir Pour (USA),David Evans,78,,,
Batonnier (FR),2006,Gelding,Spadoun (FR),La Bazine (FR),Alan King,,,,133
Battalion (IRE),2010,Colt,Authorized (IRE),Zigarra ,William Haggas,102,,,
Battibecco (IRE),2009,Colt,Le Vie Dei Colori ,Agata Laguna (IRE),Robert Cowell,71,,,
Battle Bridge (IRE),2005,Gelding,Amilynx (FR),Hells Angel (IRE),Mrs H. M. Tory,,,83,
Battle Group ,2005,Gelding,Beat Hollow ,Cantanta ,Johnny Farrelly,,,150,150
Battlecat ,2007,Gelding,Tiger Hill (IRE),Applecross,Evan Williams,,,,118
Battlecry ,2001,Gelding,Accordion,Miss Orchestra (IRE),Miss N. Worley,,,104,
Batu Ferringhi (FR),2006,Gelding,Numerous (USA),Dara (IRE),Jamie Snowden,,,117,117
Bavard Court (IRE),2006,Gelding,Court Cave (IRE),Theyllallwin (IRE),E. Turner,,,105,
Bavarian Nordic (USA),2005,Gelding,Barathea (IRE),Dubai Diamond ,Richard Whitaker,54,,,
Bay Central (IRE),2004,Gelding,Exit To Nowhere (USA),Pretty Beau (IRE),Evan Williams,,,110,
Bay Knight (IRE),2006,Gelding,Johannesburg (USA),Sabeline (IRE),Sean Curran,77,75,,
Bay To Go (IRE),2006,Gelding,Moscow Society (USA),Lily Langtry (IRE),Mrs H. M. Kemp,,,110,
Bayan Kasirga (IRE),2010,Filly,Aussie Rules (USA),Gwyllion (USA),Richard Fahey,86,,,
Baybshambles (IRE),2004,Gelding,Compton Admiral ,Payvashooz,Tina Jackson,47,,,
Bayleyf (IRE),2009,Gelding,Kheleyf (USA),Hi Katriona (IRE),Lee Carter,64,70,,
Baytown Bertie ,2009,Gelding,Orientor ,Baytown Flyer ,Lydia Richards,40,,,
Baytown Kestrel ,2011,Filly,Captain Gerrard (IRE),Litewska (IRE),Brian Ellison,80,,,
Baytown Tigress ,2011,Filly,Tiger Hill (IRE),House Maiden (IRE),Phil McEntee,25,,,
Bazart ,2002,Gelding,Highest Honor (FR),Summer Exhibition ,Bernard Llewellyn,53,,,86
Bazooka (IRE),2011,Colt,Camacho ,Janadam (IRE),Ed de Giles,68,,,
Be All Man (IRE),2007,Gelding,Dubawi (IRE),Belle Allemande (CAN),Gary Moore,,,122,
Be Definite (IRE),2004,Gelding,Definite Article ,Etoile Margot (FR),Tom George,,,112,
Be Kind ,2006,Filly,Generous (IRE),Aquavita ,Natalie Lloyd-Beavis,,,64,66
Be Lucky ,2010,Filly,Kyllachy ,Spritzeria ,Michael Easterby,72,,,
Be Marvellous (IRE),2008,Gelding,Old Vic,Kalamix (IRE),Colin Tizzard,,,,92
Be My Deputy (IRE),2005,Gelding,Oscar (IRE),Have A Myth (IRE),Lucinda Russell,,,115,
Be My Rock ,2009,Filly,Rock of Gibraltar (IRE),Supa Sal ,Rae Guest,70,,,
Be Perfect (USA),2009,Gelding,Street Cry (IRE),Binya (GER),David Nicholls,85,,,
Be Royale ,2010,Filly,Byron ,Sofia Royale ,Michael Appleby,62,,,
Be Seeing You ,2011,Gelding,Medicean ,Oshiponga ,Roger Charlton,73,,,
Be There In Five (IRE),2004,Gelding,Indian Danehill (IRE),Marwa (IRE),Mrs Sarah Easterby,,,108,
Beach Bar (IRE),2011,Gelding,Azamour (IRE),Toasted Special (USA),William Knight,79,,,
Beach Club ,2010,Colt,Footstepsinthesand ,Dunya ,David Brown,91,,,
Beach Rhythm (USA),2007,Gelding,Footstepsinthesand ,Queen's Music (USA),Jim Allen,57,,,
Beachfire ,2007,Gelding,Indian Haven ,Maine Lobster (USA),John Ferguson,,,,128
Beachwood Bay ,2008,Gelding,Tobougg (IRE),The Terrier ,Jo Hughes,50,59,,
Beacon Lady ,2009,Filly,Haafhd ,Oriental Lady (IRE),William Knight,84,,,
Beacon Tarn ,2010,Filly,Shamardal (USA),Baize ,Eric Alston,62,,,
Beam of Light ,2010,Filly,Bertolini (USA),Lighted Way ,Jamie Osborne,60,,,
Bear Behind (IRE),2009,Gelding,Kodiac ,Gerobies Girl (USA),Tom Dascombe,95,,,
Bear Witness (IRE),2002,Gelding,Witness Box (USA),Anyone's Fancy,Lady Susan Watson,,,65,
Bears Affair (IRE),2006,Gelding,Presenting ,Gladtogetit,Nicky Henderson,,,137,
Bearskin (IRE),2011,Gelding,Kodiac ,Dark Arts (USA),Ann Duffield,60,,,
Beat of The Drum (IRE),2010,Filly,Duke of Marmalade (IRE),Square Pants (USA),Richard Hannon,70,,,
Beat Route ,2007,Gelding,Beat Hollow ,Steppin Out ,Michael Attwater,66,74,,
Beat That (IRE),2008,Gelding,Milan ,Knotted Midge (IRE),Nicky Henderson,,,,142
Beat The Shower ,2006,Gelding,Beat Hollow ,Crimson Shower ,Peter Niven,59,,,95
Beat The Tide ,2010,Gelding,Black Sam Bellamy (IRE),Sablonne (USA),Michael Dods,72,,,
Beatabout The Bush (IRE),2011,Gelding,Bushranger (IRE),Queen of Fibres (IRE),Charles Hills,58,,,
Beatrice Aurore (IRE),2008,Filly,Danehill Dancer (IRE),Mondschein ,Ed Dunlop,105,,,
Beau Amadeus (IRE),2009,Gelding,Amadeus Wolf ,Degree of Honor (FR),David Nicholls,66,56,,
Beau Dandy (IRE),2005,Gelding,Exit To Nowhere (USA),Northern Dandy,John Wade,,,99,
Beau de Tabel (FR),2008,Gelding,Assessor (IRE),Garde Aux Armes (FR),Nick Williams,,,,111
Beau Lake (IRE),2004,Gelding,Heron Island (IRE),Brennan For Audits (IRE),Suzy Smith,,,,99
Beau Mistral (IRE),2009,Filly,Windsor Knot (IRE),Carpet Lover (IRE),Paul Green,73,,,
Beau Nash (IRE),2011,Colt,Dandy Man (IRE),Dathuil (IRE),Richard Hannon,86,,,
Beau Select (IRE),2010,Gelding,Lucky Story (USA),Practicallyperfect (IRE),Robert Eddery,58,,,
Beau Traveller ,2003,Gelding,Beauchamp King ,Steady Woman (IRE),Miss Bianca Dunk,,,93,
Beauboreen (IRE),2007,Gelding,Revoque (IRE),Roseboreen (IRE),Jennie Candlish,,,,120
Beauchamp Astra ,2010,Filly,Observatory (USA),Ashford Castle (USA),Hans Adielsson,40,,,
Beauchamp Sunset ,2010,Gelding,Tiger Hill (IRE),Orange Sunset (IRE),Paul Fitzsimons,50,,,
Beauchamp Viking ,2004,Gelding,Compton Admiral ,Beauchamp Jade ,Anthony Honeyball,,,81,
Beauchamp Xerxes ,2006,Gelding,Compton Admiral ,Compton Astoria (USA),Hans Adielsson,64,,,
Beaufort Twelve ,2009,Gelding,Hurricane Run (IRE),Violette ,Lady Herries,81,,,
Beaujolais (IRE),2008,Gelding,Moscow Society (USA),Chirouble (IRE),John Ferguson,,,110,110
Beaumont Cooper ,2009,Gelding,Invincible Spirit (IRE),Atlantide (USA),Anabel K. Murphy,54,,,
Beaumonts Party (IRE),2007,Gelding,High Chaparral (IRE),Miss Champagne (FR),Brian Ellison,95,,,100
Beautiful Story (IRE),2010,Filly,Verglas (IRE),To The Skies (USA),Mick Channon,55,62,,
Beautiful Stranger (IRE),2011,Colt,Iffraaj ,Monarchy (IRE),Keith Dalgleish,63,,,
Beautiful View ,2010,Filly,Dubawi (IRE),Flamenco Dancer ,Richard Hannon,85,,,
Beautifulwildthing ,2010,Filly,Mount Nelson ,Euro Empire (USA),Richard Fahey,55,,,
Beauty Pageant (IRE),2007,Filly,Bahamian Bounty ,My American Beauty ,David Brown,60,,,
Beauty Parlour ,2009,Filly,Deep Impact (JPN),Bastet (IRE),Lady Cecil,114,,,
Bebinn (IRE),2007,Filly,Brian Boru ,Windmill Star (IRE),Ben Case,,,,100
Becausewecan (USA),2006,Gelding,Giant's Causeway (USA),Belle Sultane (USA),Brian Ellison,61,,,100
Beckermet (IRE),2002,Gelding,Second Empire (IRE),Razida (IRE),Ruth Carr,72,,,
Beckhani ,2007,Gelding,Flemensfirth (USA),Nicklup,Jonjo O'Neill,,,102,
Bedibyes ,2008,Filly,Sleeping Indian ,Aunt Sadie ,Richard Mitchell,43,,,65
Bedloes Island (IRE),2005,Gelding,Statue of Liberty (USA),Scenaria (IRE),Alan McCabe,87,,,
Bedouin Bay ,2007,Gelding,Dubai Destination (USA),Sahara Sonnet (USA),Johnny Farrelly,,,,98
Bedouin Invader (IRE),2010,Gelding,Oasis Dream ,Hovering (IRE),Sir Michael Stoute,82,,,
Beedee ,2010,Colt,Beat Hollow ,Dawnus (IRE),Richard Hannon,82,,,
Beep ,2010,Filly,Beat Hollow ,Dialing Tone (USA),Lydia Richards,63,,,
Beeves (IRE),2007,Gelding,Portrait Gallery (IRE),Camas North (IRE),Donald McCain,,,138,
Beforeall (IRE),2008,Gelding,Spadoun (FR),Maggie Howard (IRE),Oliver Sherwood,,,120,
Befortyfour ,2005,Gelding,Kyllachy ,Ivania ,Charles Smith,50,,,
Beggars Velvet (IRE),2006,Gelding,Dr Massini (IRE),Lakelough (IRE),D. Holmes,,,129,112
Beggers Belief ,2008,Gelding,Bertolini (USA),Dropitlikeit's Hot (IRE),Zoe Davison,45,50,,
Beherayn ,2003,Gelding,Dansili ,Behera,Mrs S. J. Furber,,,86,
Behtarini (IRE),2007,Gelding,Dalakhani (IRE),Behkiyra (IRE),Richenda Ford,,,,77
Beidh Tine Anseo (IRE),2006,Gelding,Rock of Gibraltar (IRE),Siamsa (USA),Lucinda Russell,,,110,
Bejeweled (IRE),2010,Filly,Rock of Gibraltar (IRE),Gems of Araby ,Lady Cecil,62,,,
Belayer (IRE),2011,Gelding,Whipper (USA),Stella Del Mattino (USA),Kevin Ryan,79,,,
Beldale Memory (IRE),2011,Filly,Camacho ,Hartstown House (IRE),Clive Cox,91,,,
Belgian Bill ,2008,Colt,Exceed And Excel (AUS),Gay Romance ,George Baker,102,,,
Believe In Me ,2010,Filly,Bertolini (USA),Zephrina ,Julia Feilden,42,,,
Belinsky (IRE),2007,Gelding,Compton Place ,Westwood (FR),Julie Camacho,52,57,,
Bell On Bike (IRE),2003,Gelding,Oscar Schindler (IRE),Crystal Mover (IRE),Mrs Jackie Hunt,,,90,
Bella Bijou ,2010,Filly,Multiplex ,Madam Bijou ,Christopher Kellett,30,,,
Bellaboosh (IRE),2006,Filly,Dushyantor (USA),Ara Blend (IRE),Lawney Hill,,,105,
Bellarte (IRE),2010,Filly,Zamindar (USA),Art Eyes (USA),Laura Mongan,54,,,
Belle Bayardo (IRE),2008,Gelding,Le Vie Dei Colori ,Heres The Plan (IRE),Ronald Harris,61,,,
